code;problem_1;problem_2;problem_3;problem_4;problems
P0705 ;Transmission Range Sensor A Circuit malfunction (PRNDL Input);;;;Transmission Range Sensor A Circuit malfunction (PRNDL Input)___
;;;;;___
P0706 ;Transmission Range Sensor A Circuit Range/Performance;;;;Transmission Range Sensor A Circuit Range/Performance___
;;;;;___
P0707 ;Transmission Range Sensor A Circuit Low Input;;;;Transmission Range Sensor A Circuit Low Input___
;;;;;___
P0708 ;Transmission Range Sensor A Circuit High Input;;;;Transmission Range Sensor A Circuit High Input___
;;;;;___
P0709 ;Transmission Range Sensor A Circuit Intermittent;;;;Transmission Range Sensor A Circuit Intermittent___
;;;;;___
P070A ;Transmission Fluid Level Sensor Circuit;;;;Transmission Fluid Level Sensor Circuit___
;;;;;___
P070B ;Transmission Fluid Level Sensor Circuit Range/Performance;;;;Transmission Fluid Level Sensor Circuit Range/Performance___
;;;;;___
P070C ;Transmission Fluid Level Sensor Circuit Low;;;;Transmission Fluid Level Sensor Circuit Low___
;;;;;___
P070D ;Transmission Fluid Level Sensor Circuit High;;;;Transmission Fluid Level Sensor Circuit High___
;;;;;___
P070E ;Transmission Fluid Level Sensor Circuit intermittent/Erratic;;;;Transmission Fluid Level Sensor Circuit intermittent/Erratic___
;;;;;___
P070F ;Transmission Fluid Level Too Low;;;;Transmission Fluid Level Too Low___
;;;;;___
P0710 ;Transmission Fluid Temperature Sensor A Circuit Malfunction;;;;Transmission Fluid Temperature Sensor A Circuit Malfunction___
;;;;;___
P0711 ;Transmission Fluid Temperature Sensor A Circuit Range/Performance;;;;Transmission Fluid Temperature Sensor A Circuit Range/Performance___
;;;;;___
P0712 ;Transmission Fluid Temperature Sensor A Circuit Low Input;;;;Transmission Fluid Temperature Sensor A Circuit Low Input___
;;;;;___
P0713 ;Transmission Fluid Temperature Sensor A Circuit High Input;;;;Transmission Fluid Temperature Sensor A Circuit High Input___
;;;;;___
P0714 ;Transmission Fluid Temperature Sensor A Circuit Intermittent;;;;Transmission Fluid Temperature Sensor A Circuit Intermittent___
;;;;;___
P0715 ;Input/Turbine Speed Sensor A Circuit Malfunction;;;;Input/Turbine Speed Sensor A Circuit Malfunction___
;;;;;___
P0716 ;Input/Turbine Speed Sensor A Circuit Range/Performance;;;;Input/Turbine Speed Sensor A Circuit Range/Performance___
;;;;;___
P0717 ;Input/Turbine Speed Sensor A Circuit No Signal;;;;Input/Turbine Speed Sensor A Circuit No Signal___
;;;;;___
P0718 ;Input/Turbine Speed Sensor A Circuit Intermittent;;;;Input/Turbine Speed Sensor A Circuit Intermittent___
;;;;;___
P0719 ;Torque Converter/Brake Switch B Circuit Low;;;;Torque Converter/Brake Switch B Circuit Low___
;;;;;___
P071A ;"Transmission Mode Switch ""A"" Circuit";;;;"Transmission Mode Switch ""A"" Circuit___"
;;;;;___
P071B ;"Transmission Mode Switch ""A"" Circuit Low";;;;"Transmission Mode Switch ""A"" Circuit Low___"
;;;;;___
P071C ;"Transmission Mode Switch ""A"" Circuit High";;;;"Transmission Mode Switch ""A"" Circuit High___"
;;;;;___
P071D ;"Transmission Mode Switch ""B"" Circuit";;;;"Transmission Mode Switch ""B"" Circuit___"
;;;;;___
P071E ;"Transmission Mode Switch ""B"" Circuit Low";;;;"Transmission Mode Switch ""B"" Circuit Low___"
;;;;;___
P071F ;"Transmission Mode Switch ""B"" Circuit High";;;;"Transmission Mode Switch ""B"" Circuit High___"
;;;;;___
P0720 ;Output Speed Sensor Circuit Malfunction;;;;Output Speed Sensor Circuit Malfunction___
;;;;;___
P0721 ;Output Speed Sensor Range/Performance;;;;Output Speed Sensor Range/Performance___
;;;;;___
P0722 ;Output Speed Sensor No Signal;;;;Output Speed Sensor No Signal___
;;;;;___
P0723 ;Output Speed Sensor Intermittent;;;;Output Speed Sensor Intermittent___
;;;;;___
P0724 ;Torque Converter/Brake Switch B Circuit High;;;;Torque Converter/Brake Switch B Circuit High___
;;;;;___
P0725 ;Engine Speed input Circuit Malfunction;;;;Engine Speed input Circuit Malfunction___
;;;;;___
P0726 ;Engine Speed Input Circuit Range/Performance;;;;Engine Speed Input Circuit Range/Performance___
;;;;;___
P0727 ;Engine Speed Input Circuit No Signal;;;;Engine Speed Input Circuit No Signal___
;;;;;___
P0728 ;Engine Speed Input Circuit Intermittent;;;;Engine Speed Input Circuit Intermittent___
;;;;;___
P0729 ;Gear 6 Incorrect Ratio;;;;Gear 6 Incorrect Ratio___
;;;;;___
P072A ;Stuck in Neutral;;;;Stuck in Neutral___
;;;;;___
P072B ;Stuck In Reverse;;;;Stuck In Reverse___
;;;;;___
P072C ;Stuck in Gear 1;;;;Stuck in Gear 1___
;;;;;___
P072D ;Stuck in Gear 2;;;;Stuck in Gear 2___
;;;;;___
P072E ;Stuck in Gear 3;;;;Stuck in Gear 3___
;;;;;___
P072F ;Stuck in Gear 4;;;;Stuck in Gear 4___
;;;;;___
P0730 ;Incorrect Gear Ratio;;;;Incorrect Gear Ratio___
;;;;;___
P0731 ;Gear I Incorrect ratio;;;;Gear I Incorrect ratio___
;;;;;___
P0732 ;Gear 2 Incorrect ratio;;;;Gear 2 Incorrect ratio___
;;;;;___
P0733 ;Gear 3 Incorrect ratio;;;;Gear 3 Incorrect ratio___
;;;;;___
P0734 ;Gear 4 Incorrect ratio;;;;Gear 4 Incorrect ratio___
;;;;;___
P0735 ;Gear 5 Incorrect ratio;;;;Gear 5 Incorrect ratio___
;;;;;___
P0736 ;Reverse incorrect gear ratio;;;;Reverse incorrect gear ratio___
;;;;;___
P0737 ;TCM Engine Speed Output Circuit;;;;TCM Engine Speed Output Circuit___
;;;;;___
P0738 ;TCM Engine Speed Output Circuit Low;;;;TCM Engine Speed Output Circuit Low___
;;;;;___
P0739 ;TCM Engine Speed Output Circuit High;;;;TCM Engine Speed Output Circuit High___
;;;;;___
P073A ;Stuck in Gear 5;;;;Stuck in Gear 5___
;;;;;___
P073B ;Stuck in Gear 6;;;;Stuck in Gear 6___
;;;;;___
P073C ;Stuck in Gear 7;;;;Stuck in Gear 7___
;;;;;___
P073D ;Unable to Engage Neutral;;;;Unable to Engage Neutral___
;;;;;___
P073E ;Unable to Engage Reverse;;;;Unable to Engage Reverse___
;;;;;___
P073F ;Unable to Engage Gear 1;;;;Unable to Engage Gear 1___
;;;;;___
P0740 ;Torque Converter Clutch Circuit Malfunction;;;;Torque Converter Clutch Circuit Malfunction___
;;;;;___
P0741 ;Torque Converter Clutch Circuit Performance or Stuck Off;;;;Torque Converter Clutch Circuit Performance or Stuck Off___
;;;;;___
P0742 ;Torque Converter Clutch Circuit Stock On;;;;Torque Converter Clutch Circuit Stock On___
;;;;;___
P0743 ;Torque Converter Clutch Circuit Electrical;;;;Torque Converter Clutch Circuit Electrical___
;;;;;___
P0744 ;Torque Converter Clutch Circuit Intermittent;;;;Torque Converter Clutch Circuit Intermittent___
;;;;;___
P0745 ;Pressure Control Solenoid A Malfunction;;;;Pressure Control Solenoid A Malfunction___
;;;;;___
P0746 ;Pressure Control Solenoid A Performance or Stuck Off;;;;Pressure Control Solenoid A Performance or Stuck Off___
;;;;;___
P0747 ;Pressure Control Solenoid A Stuck On;;;;Pressure Control Solenoid A Stuck On___
;;;;;___
P0748 ;Pressure Control Solenoid A Electrical;;;;Pressure Control Solenoid A Electrical___
;;;;;___
P0749 ;Pressure Control Solenoid A Intermittent;;;;Pressure Control Solenoid A Intermittent___
;;;;;___
P074A ;Unable To Engage Gear 2;;;;Unable To Engage Gear 2___
;;;;;___
P074B ;Unable To Engage Gear 3;;;;Unable To Engage Gear 3___
;;;;;___
P074C ;Unable To Engage Gear 4;;;;Unable To Engage Gear 4___
;;;;;___
P074D ;Unable To Engage Gear 5;;;;Unable To Engage Gear 5___
;;;;;___
P074E ;Unable To Engage Gear 6;;;;Unable To Engage Gear 6___
;;;;;___
P074F ;Unable To Engage Gear 7;;;;Unable To Engage Gear 7___
;;;;;___
P0750 ;Shift Solenoid A Malfunction;;;;Shift Solenoid A Malfunction___
;;;;;___
P0751 ;Shift Solenoid A Performance or Stuck Off;;;;Shift Solenoid A Performance or Stuck Off___
;;;;;___
P0752 ;Shift Solenoid A Stuck On;;;;Shift Solenoid A Stuck On___
;;;;;___
P0753 ;Shift Solenoid A Electrical;;;;Shift Solenoid A Electrical___
;;;;;___
P0754 ;Shift Solenoid A Intermittent;;;;Shift Solenoid A Intermittent___
;;;;;___
P0755 ;Shift Solenoid B Malfunction;;;;Shift Solenoid B Malfunction___
;;;;;___
P0756 ;Shift Solenoid B Performance or Stock Off;;;;Shift Solenoid B Performance or Stock Off___
;;;;;___
P0757 ;Shift Solenoid B Stuck On;;;;Shift Solenoid B Stuck On___
;;;;;___
P0758 ;Shift Solenoid B Electrical;;;;Shift Solenoid B Electrical___
;;;;;___
P0759 ;Shift Solenoid B Intermittent;;;;Shift Solenoid B Intermittent___
;;;;;___
P075A ;Shift Solenoid G Malfunction;;;;Shift Solenoid G Malfunction___
;;;;;___
P075B ;Shift Solenoid G Performance/Stuck Off;;;;Shift Solenoid G Performance/Stuck Off___
;;;;;___
P075C ;Shift Solenoid G Stuck On;;;;Shift Solenoid G Stuck On___
;;;;;___
P075D ;Shift Solenoid G Electrical;;;;Shift Solenoid G Electrical___
;;;;;___
P075E ;Shift Solenoid G Intermittent;;;;Shift Solenoid G Intermittent___
;;;;;___
P075F ;Transmission Fluid Level Too High;;;;Transmission Fluid Level Too High___
;;;;;___
P0760 ;Shift Solenoid C Malfunction;;;;Shift Solenoid C Malfunction___
;;;;;___
P0761 ;Shift Solenoid C Performance or Stuck Off;;;;Shift Solenoid C Performance or Stuck Off___
;;;;;___
P0762 ;Shift Solenoid C Stuck On;;;;Shift Solenoid C Stuck On___
;;;;;___
P0763 ;Shift Solenoid C Electrical;;;;Shift Solenoid C Electrical___
;;;;;___
P0764 ;Shift Solenoid C Intermittent;;;;Shift Solenoid C Intermittent___
;;;;;___
P0765 ;Shift Solenoid D Malfunction;;;;Shift Solenoid D Malfunction___
;;;;;___
P0766 ;Shift Solenoid D Performance or Stuck Off;;;;Shift Solenoid D Performance or Stuck Off___
;;;;;___
P0767 ;Shift Solenoid D Stuck On;;;;Shift Solenoid D Stuck On___
;;;;;___
P0768 ;Shift Solenoid D Electrical;;;;Shift Solenoid D Electrical___
;;;;;___
P0769 ;Shift Solenoid D Intermittent;;;;Shift Solenoid D Intermittent___
;;;;;___
P076A ;Shift Solenoid H Malfunction;;;;Shift Solenoid H Malfunction___
;;;;;___
P076B ;Shift Solenoid H Performance/Stuck Off;;;;Shift Solenoid H Performance/Stuck Off___
;;;;;___
P076C ;Shift Solenoid H Stuck On;;;;Shift Solenoid H Stuck On___
;;;;;___
P076D ;Shift Solenoid H Electrical;;;;Shift Solenoid H Electrical___
;;;;;___
P076E ;Shift Solenoid H Intermittent;;;;Shift Solenoid H Intermittent___
;;;;;___
P076F ;Gear 7 Incorrect Ratio;;;;Gear 7 Incorrect Ratio___
;;;;;___
P0770 ;Shift Solenoid E Malfunction;;;;Shift Solenoid E Malfunction___
;;;;;___
P0771 ;Shift Solenoid E Performance or Stuck Off;;;;Shift Solenoid E Performance or Stuck Off___
;;;;;___
P0772 ;Shift Solenoid E Stuck On;;;;Shift Solenoid E Stuck On___
;;;;;___
P0773 ;Shift Solenoid E Electrical;;;;Shift Solenoid E Electrical___
;;;;;___
P0774 ;Shift Solenoid E Intermittent;;;;Shift Solenoid E Intermittent___
;;;;;___
P0775 ;Pressure Control Solenoid B Malfunction;;;;Pressure Control Solenoid B Malfunction___
;;;;;___
P0776 ;Pressure Control Solenoid B Performance or Stuck Off;;;;Pressure Control Solenoid B Performance or Stuck Off___
;;;;;___
P0777 ;Pressure Control Solenoid B Stuck On;;;;Pressure Control Solenoid B Stuck On___
;;;;;___
P0778 ;Pressure Control Solenoid B Electrical;;;;Pressure Control Solenoid B Electrical___
;;;;;___
P0779 ;Pressure Control Solenoid B Intermittent;;;;Pressure Control Solenoid B Intermittent___
;;;;;___
P077A ;Output Speed Sensor Circuit ;Loss of Direction Signal;;;Output Speed Sensor Circuit _Loss of Direction Signal__
;;;;;___
P077B ;Output Speed Sensor Circuit ;Direction Error;;;Output Speed Sensor Circuit _Direction Error__
;;;;;___
P077C ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P077D ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P077E ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P077F ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P0780 ;Shift Malfunction;;;;Shift Malfunction___
;;;;;___
P0781 ;1;2 Shift Malfunction;;;1_2 Shift Malfunction__
;;;;;___
P0782 ;2;3 Shift Malfunction;;;2_3 Shift Malfunction__
;;;;;___
P0783 ;3;4 Shift Malfunction;;;3_4 Shift Malfunction__
;;;;;___
P0784 ;4;5 Shift Malfunction;;;4_5 Shift Malfunction__
;;;;;___
P0785 ;Shift Timing Solenoid A Malfunction;;;;Shift Timing Solenoid A Malfunction___
;;;;;___
P0786 ;Shift Timing Solenoid A Range/Performance;;;;Shift Timing Solenoid A Range/Performance___
;;;;;___
P0787 ;Shift Timing Solenoid A Low;;;;Shift Timing Solenoid A Low___
;;;;;___
P0788 ;Shift Timing Solenoid A High;;;;Shift Timing Solenoid A High___
;;;;;___
P0789 ;Shift Timing Solenoid A Intermittent;;;;Shift Timing Solenoid A Intermittent___
;;;;;___
P078A ;Shift Timing Solenoid B Malfunction;;;;Shift Timing Solenoid B Malfunction___
;;;;;___
P078B ;Shift Timing Solenoid B Range/Performance;;;;Shift Timing Solenoid B Range/Performance___
;;;;;___
P078C ;Shift Timing Solenoid B Low;;;;Shift Timing Solenoid B Low___
;;;;;___
P078D ;Shift Timing Solenoid B High;;;;Shift Timing Solenoid B High___
;;;;;___
P078E ;Shift Timing Solenoid B Intermittent;;;;Shift Timing Solenoid B Intermittent___
;;;;;___
P078F ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P0790 ;Normal/Performance Switch Circuit Malfunction;;;;Normal/Performance Switch Circuit Malfunction___
;;;;;___
P0791 ;Intermediate Shaft Speed Sensor A Circuit;;;;Intermediate Shaft Speed Sensor A Circuit___
;;;;;___
P0792 ;Intermediate Shaft Speed Sensor A Circuit Range/Performance;;;;Intermediate Shaft Speed Sensor A Circuit Range/Performance___
;;;;;___
P0793 ;Intermediate Shaft Speed Sensor A Circuit No Signal;;;;Intermediate Shaft Speed Sensor A Circuit No Signal___
;;;;;___
P0794 ;Intermediate Shaft Speed Sensor A Circuit Intermittent;;;;Intermediate Shaft Speed Sensor A Circuit Intermittent___
;;;;;___
P0795 ;Pressure Control Solenoid C Malfunction;;;;Pressure Control Solenoid C Malfunction___
;;;;;___
P0796 ;Pressure Control Solenoid C Performance or Stuck off;;;;Pressure Control Solenoid C Performance or Stuck off___
;;;;;___
P0797 ;Pressure Control Solenoid C Stuck On;;;;Pressure Control Solenoid C Stuck On___
;;;;;___
P0798 ;Pressure Control Solenoid C Electrical;;;;Pressure Control Solenoid C Electrical___
;;;;;___
P0799 ;Pressure Control Solenoid C Intermittent;;;;Pressure Control Solenoid C Intermittent___
;;;;;___
P079A ;"Transmission Friction Element ""A"" Slip Detected";;;;"Transmission Friction Element ""A"" Slip Detected___"
;;;;;___
P079B ;"Transmission Friction Element ""B"" Slip Detected";;;;"Transmission Friction Element ""B"" Slip Detected___"
;;;;;___
P079C ;"Transmission Friction Element ""C"" Slip Detected";;;;"Transmission Friction Element ""C"" Slip Detected___"
;;;;;___
P079D ;"Transmission Friction Element ""D"" Slip Detected";;;;"Transmission Friction Element ""D"" Slip Detected___"
;;;;;___
P079E ;"Transmission Friction Element ""E"" Slip Detected";;;;"Transmission Friction Element ""E"" Slip Detected___"
;;;;;___
P079F ;"Transmission Friction Element ""F"" Slip Detected";;;;"Transmission Friction Element ""F"" Slip Detected___"
;;;;;___
P07A0 ;"Transmission Friction Element ""G"" Slip Detected";;;;"Transmission Friction Element ""G"" Slip Detected___"
;;;;;___
P07A1 ;"Transmission Friction Element ""H"" Slip Detected";;;;"Transmission Friction Element ""H"" Slip Detected___"
;;;;;___
P07A2 ;"Transmission Friction Element ""A"" Performance/Stuck Off";;;;"Transmission Friction Element ""A"" Performance/Stuck Off___"
;;;;;___
P07A3 ;"Transmission Friction Element ""A"" Stuck On";;;;"Transmission Friction Element ""A"" Stuck On___"
;;;;;___
P07A4 ;"Transmission Friction Element ""B"" Performance/Stuck Off";;;;"Transmission Friction Element ""B"" Performance/Stuck Off___"
;;;;;___
P07A5 ;"Transmission Friction Element ""B"" Stuck On";;;;"Transmission Friction Element ""B"" Stuck On___"
;;;;;___
P07A6 ;"Transmission Friction Element ""C"" Performance/Stuck Off";;;;"Transmission Friction Element ""C"" Performance/Stuck Off___"
;;;;;___
P07A7 ;"Transmission Friction Element ""C"" Stuck On";;;;"Transmission Friction Element ""C"" Stuck On___"
;;;;;___
P07A8 ;"Transmission Friction Element ""D"" Performance/Stuck Off";;;;"Transmission Friction Element ""D"" Performance/Stuck Off___"
;;;;;___
P07A9 ;"Transmission Friction Element ""D"" Stuck On";;;;"Transmission Friction Element ""D"" Stuck On___"
;;;;;___
P07AA ;"Transmission Friction Element ""E"" Performance/Stuck Off";;;;"Transmission Friction Element ""E"" Performance/Stuck Off___"
;;;;;___
P07AB ;"Transmission Friction Element ""E"" Stuck On";;;;"Transmission Friction Element ""E"" Stuck On___"
;;;;;___
P07AC ;"Transmission Friction Element ""F"" Performance/Stuck Off";;;;"Transmission Friction Element ""F"" Performance/Stuck Off___"
;;;;;___
P07AD ;"Transmission Friction Element ""F"" Stuck On";;;;"Transmission Friction Element ""F"" Stuck On___"
;;;;;___
P07AE ;"Transmission Friction Element ""G"" Performance/Stuck Off";;;;"Transmission Friction Element ""G"" Performance/Stuck Off___"
;;;;;___
P07AF ;"Transmission Friction Element ""G"" Stuck On";;;;"Transmission Friction Element ""G"" Stuck On___"
;;;;;___
P07B0 ;"Transmission Friction Element ""H"" Performance/Stuck Off";;;;"Transmission Friction Element ""H"" Performance/Stuck Off___"
;;;;;___
P07B1 ;"Transmission Friction Element ""H"" Stuck On";;;;"Transmission Friction Element ""H"" Stuck On___"
;;;;;___
P07B2 ;"Transmission Park Position Sensor/Switch ""A"" Circuit Open";;;;"Transmission Park Position Sensor/Switch ""A"" Circuit Open___"
;;;;;___
P07B3 ;"Transmission Park Position Sensor/Switch ""A"" Circuit Low";;;;"Transmission Park Position Sensor/Switch ""A"" Circuit Low___"
;;;;;___
P07B4 ;"Transmission Park Position Sensor/Switch ""A"" Circuit High";;;;"Transmission Park Position Sensor/Switch ""A"" Circuit High___"
;;;;;___
P07B5 ;"Transmission Park Position Sensor/Switch ""A"" Circuit Performance/Low";;;;"Transmission Park Position Sensor/Switch ""A"" Circuit Performance/Low___"
;;;;;___
P07B6 ;"Transmission Park Position Sensor/Switch ""A"" Circuit Performance High";;;;"Transmission Park Position Sensor/Switch ""A"" Circuit Performance High___"
;;;;;___
P07B7 ;"Transmission Park Position Sensor/Switch ""A"" Circuit Intermittent/Erratic";;;;"Transmission Park Position Sensor/Switch ""A"" Circuit Intermittent/Erratic___"
;;;;;___
P07B8 ;"Transmission Park Position Sensor/Switch ""B"" Circuit Open";;;;"Transmission Park Position Sensor/Switch ""B"" Circuit Open___"
;;;;;___
P07B9 ;"Transmission Park Position Sensor/Switch ""B"" Circuit Low";;;;"Transmission Park Position Sensor/Switch ""B"" Circuit Low___"
;;;;;___
P07BA ;"Transmission Park Position Sensor/Switch ""B"" Circuit High";;;;"Transmission Park Position Sensor/Switch ""B"" Circuit High___"
;;;;;___
P07BB ;"Transmission Park Position Sensor/Switch ""B"" Circuit Performance/Low";;;;"Transmission Park Position Sensor/Switch ""B"" Circuit Performance/Low___"
;;;;;___
P07BC ;"Transmission Park Position Sensor/Switch ""B"" Circuit Performance High";;;;"Transmission Park Position Sensor/Switch ""B"" Circuit Performance High___"
;;;;;___
